Date,Open,High,Low,Close
13/06/01,1255.849976,1259.75,1241.589966,1241.599976
14/06/01,1241.599976,1241.599976,1218.900024,1219.869995
15/06/01,1219.869995,1221.5,1203.030029,1214.359985
18/06/01,1214.359985,1221.22998,1208.329956,1208.430054
19/06/01,1208.430054,1226.109985,1207.709961,1212.579956
20/06/01,1212.579956,1225.609985,1210.069946,1223.140015
21/06/01,1223.140015,1240.23999,1220.25,1237.040039
22/06/01,1237.040039,1237.72998,1221.410034,1225.349976
25/06/01,1225.349976,1231.5,1213.599976,1218.599976
26/06/01,1218.599976,1220.699951,1204.640015,1216.76001
27/06/01,1216.76001,1219.920044,1207.290039,1211.069946
28/06/01,1211.069946,1234.439941,1211.069946,1226.199951
29/06/01,1226.199951,1237.290039,1221.140015,1224.380005
02/07/01,1224.420044,1239.780029,1224.030029,1236.719971
03/07/01,1236.709961,1236.709961,1229.430054,1234.449951
05/07/01,1234.449951,1234.449951,1219.150024,1219.23999
06/07/01,1219.23999,1219.23999,1188.73999,1190.589966
09/07/01,1190.589966,1201.76001,1189.75,1198.780029
10/07/01,1198.780029,1203.430054,1179.930054,1181.52002
11/07/01,1181.52002,1184.930054,1168.459961,1180.180054
12/07/01,1180.180054,1210.25,1180.180054,1208.140015
13/07/01,1208.140015,1218.540039,1203.609985,1215.680054
16/07/01,1215.680054,1219.630005,1200.050049,1202.449951
17/07/01,1202.449951,1215.359985,1196.140015,1214.439941
18/07/01,1214.439941,1214.439941,1198.329956,1207.709961
19/07/01,1207.709961,1225.040039,1205.800049,1215.02002
20/07/01,1215.02002,1215.689941,1207.040039,1210.849976
23/07/01,1210.849976,1215.219971,1190.5,1191.030029
24/07/01,1191.030029,1191.030029,1165.540039,1171.650024
25/07/01,1171.650024,1190.52002,1171.280029,1190.48999
26/07/01,1190.48999,1204.180054,1182.650024,1202.930054
27/07/01,1202.930054,1209.26001,1195.98999,1205.819946
30/07/01,1205.819946,1209.050049,1200.410034,1204.52002
31/07/01,1204.52002,1222.73999,1204.52002,1211.22998
01/08/01,1211.22998,1223.040039,1211.22998,1215.930054
02/08/01,1215.930054,1226.27002,1215.310059,1220.75
03/08/01,1220.75,1220.75,1205.310059,1214.349976
06/08/01,1214.349976,1214.349976,1197.349976,1200.47998
07/08/01,1200.469971,1207.560059,1195.640015,1204.400024
08/08/01,1204.400024,1206.790039,1181.27002,1183.530029
09/08/01,1183.530029,1184.709961,1174.680054,1183.430054
10/08/01,1183.430054,1193.329956,1169.550049,1190.160034
13/08/01,1190.160034,1193.819946,1185.119995,1191.290039
14/08/01,1191.290039,1198.790039,1184.26001,1186.72998
15/08/01,1186.72998,1191.209961,1177.609985,1178.02002
16/08/01,1178.02002,1181.800049,1166.079956,1181.660034
17/08/01,1181.660034,1181.660034,1156.069946,1161.969971
20/08/01,1161.969971,1171.410034,1160.939941,1171.410034
21/08/01,1171.410034,1179.849976,1156.560059,1157.26001
22/08/01,1157.26001,1168.560059,1153.339966,1165.310059
23/08/01,1165.310059,1169.859985,1160.959961,1162.089966
24/08/01,1162.089966,1185.150024,1162.089966,1184.930054
27/08/01,1184.930054,1186.849976,1178.069946,1179.209961
28/08/01,1179.209961,1179.660034,1161.170044,1161.51001
29/08/01,1161.51001,1166.969971,1147.380005,1148.560059
30/08/01,1148.599976,1151.75,1124.869995,1129.030029
31/08/01,1129.030029,1141.829956,1126.380005,1133.579956
04/09/01,1133.579956,1155.400024,1129.060059,1132.939941
05/09/01,1132.939941,1135.52002,1114.859985,1131.73999
06/09/01,1131.73999,1131.73999,1105.829956,1106.400024
07/09/01,1106.400024,1106.400024,1082.119995,1085.780029
10/09/01,1085.780029,1096.939941,1073.150024,1092.540039
17/09/01,1092.540039,1092.540039,1037.459961,1038.77002
18/09/01,1038.77002,1046.420044,1029.25,1032.73999
19/09/01,1032.73999,1038.910034,984.619995,1016.099976
20/09/01,1016.099976,1016.099976,984.48999,984.539978
21/09/01,984.539978,984.539978,944.75,965.799988
24/09/01,965.799988,1008.440002,965.799988,1003.450012
25/09/01,1003.450012,1017.140015,998.330017,1012.27002
26/09/01,1012.27002,1020.289978,1002.619995,1007.039978
27/09/01,1007.039978,1018.919983,998.23999,1018.609985
28/09/01,1018.609985,1040.939941,1018.609985,1040.939941
01/10/01,1040.939941,1040.939941,1026.76001,1038.550049
02/10/01,1038.550049,1051.329956,1034.469971,1051.329956
03/10/01,1051.329956,1075.380005,1041.47998,1072.280029
04/10/01,1072.280029,1084.119995,1067.819946,1069.630005
05/10/01,1069.619995,1072.349976,1053.5,1071.380005
08/10/01,1071.369995,1071.369995,1056.880005,1062.439941
09/10/01,1062.439941,1063.369995,1053.829956,1056.75
10/10/01,1056.75,1081.619995,1052.76001,1080.98999
11/10/01,1080.98999,1099.160034,1080.98999,1097.430054
12/10/01,1097.430054,1097.430054,1072.150024,1091.650024
15/10/01,1091.650024,1091.650024,1078.189941,1089.97998
16/10/01,1089.97998,1101.660034,1087.130005,1097.540039
17/10/01,1097.540039,1107.119995,1076.569946,1077.089966
18/10/01,1077.089966,1077.939941,1064.540039,1068.609985
19/10/01,1068.609985,1075.52002,1057.23999,1073.47998
22/10/01,1073.47998,1090.569946,1070.790039,1089.900024
23/10/01,1089.900024,1098.98999,1081.530029,1084.780029
24/10/01,1084.780029,1090.26001,1079.97998,1085.199951
25/10/01,1085.199951,1100.089966,1065.640015,1100.089966
26/10/01,1100.089966,1110.609985,1094.23999,1104.609985
29/10/01,1104.609985,1104.609985,1078.300049,1078.300049
30/10/01,1078.300049,1078.300049,1053.609985,1059.790039
31/10/01,1059.790039,1074.790039,1057.550049,1059.780029
01/11/01,1059.780029,1085.609985,1054.310059,1084.099976
02/11/01,1084.099976,1089.630005,1075.579956,1087.199951
05/11/01,1087.199951,1106.719971,1087.199951,1102.839966
06/11/01,1102.839966,1119.72998,1095.359985,1118.859985
07/11/01,1118.859985,1126.619995,1112.97998,1115.800049
08/11/01,1115.800049,1135.75,1115.420044,1118.540039
09/11/01,1118.540039,1123.02002,1111.130005,1120.310059
12/11/01,1120.310059,1121.709961,1098.319946,1118.329956
13/11/01,1118.329956,1139.140015,1118.329956,1139.089966
14/11/01,1139.089966,1148.280029,1132.869995,1141.209961
15/11/01,1141.209961,1146.459961,1135.060059,1142.23999
16/11/01,1142.23999,1143.52002,1129.920044,1138.650024
19/11/01,1138.650024,1151.060059,1138.650024,1151.060059
20/11/01,1151.060059,1152.449951,1142.170044,1142.660034
21/11/01,1142.660034,1142.660034,1129.780029,1137.030029
23/11/01,1137.030029,1151.050049,1135.900024,1150.339966
26/11/01,1150.339966,1157.880005,1146.170044,1157.420044
27/11/01,1157.420044,1163.380005,1140.810059,1149.5
28/11/01,1149.5,1149.5,1128.290039,1128.52002
29/11/01,1128.52002,1140.400024,1125.51001,1140.199951
30/11/01,1140.199951,1143.569946,1135.890015,1139.449951
03/12/01,1139.449951,1139.449951,1125.780029,1129.900024
04/12/01,1129.900024,1144.800049,1128.859985,1144.800049
05/12/01,1143.77002,1173.619995,1143.77002,1170.349976
06/12/01,1170.349976,1173.349976,1164.430054,1167.099976
07/12/01,1167.099976,1167.099976,1152.660034,1158.310059
10/12/01,1158.310059,1158.310059,1139.660034,1139.930054
11/12/01,1139.930054,1150.890015,1134.319946,1136.76001
12/12/01,1136.76001,1141.579956,1126.01001,1137.069946
13/12/01,1137.069946,1137.069946,1117.849976,1119.380005
14/12/01,1119.380005,1128.280029,1114.530029,1123.089966
17/12/01,1123.089966,1137.300049,1122.660034,1134.359985
18/12/01,1134.359985,1145.099976,1134.359985,1142.920044
19/12/01,1142.920044,1152.439941,1134.75,1149.560059
20/12/01,1149.560059,1151.420044,1139.930054,1139.930054
21/12/01,1139.930054,1147.459961,1139.930054,1144.890015
24/12/01,1144.890015,1147.829956,1144.619995,1144.650024
26/12/01,1144.650024,1159.180054,1144.650024,1149.369995
27/12/01,1149.369995,1157.130005,1149.369995,1157.130005
28/12/01,1157.130005,1164.640015,1157.130005,1161.02002
31/12/01,1161.02002,1161.160034,1148.040039,1148.079956
02/01/02,1148.079956,1154.670044,1136.22998,1154.670044
03/01/02,1154.670044,1165.27002,1154.01001,1165.27002
04/01/02,1165.27002,1176.550049,1163.420044,1172.51001
07/01/02,1172.51001,1176.969971,1163.550049,1164.890015
08/01/02,1164.890015,1167.599976,1157.459961,1160.709961
09/01/02,1160.709961,1174.26001,1151.890015,1155.140015
10/01/02,1155.140015,1159.930054,1150.849976,1156.550049
11/01/02,1156.550049,1159.410034,1145.449951,1145.599976
14/01/02,1145.599976,1145.599976,1138.150024,1138.410034
15/01/02,1138.410034,1148.810059,1136.880005,1146.189941
16/01/02,1146.189941,1146.189941,1127.48999,1127.569946
17/01/02,1127.569946,1139.27002,1127.569946,1138.880005
18/01/02,1138.880005,1138.880005,1124.449951,1127.579956
22/01/02,1127.579956,1135.26001,1117.910034,1119.310059
23/01/02,1119.310059,1131.939941,1117.430054,1128.180054
24/01/02,1128.180054,1139.5,1128.180054,1132.150024
25/01/02,1132.150024,1138.310059,1127.819946,1133.280029
28/01/02,1133.280029,1138.630005,1126.660034,1133.060059
29/01/02,1133.060059,1137.469971,1098.73999,1100.640015
30/01/02,1100.640015,1113.790039,1081.660034,1113.569946
31/01/02,1113.569946,1130.209961,1113.300049,1130.199951
01/02/02,1130.199951,1130.199951,1118.51001,1122.199951
04/02/02,1122.199951,1122.199951,1092.25,1094.439941
05/02/02,1094.439941,1100.959961,1082.579956,1090.02002
06/02/02,1090.02002,1093.579956,1077.780029,1083.51001
07/02/02,1083.51001,1094.030029,1078.439941,1080.170044
08/02/02,1080.170044,1096.300049,1079.910034,1096.219971
11/02/02,1096.219971,1112.01001,1094.680054,1111.939941
12/02/02,1111.939941,1112.680054,1102.97998,1107.5
13/02/02,1107.5,1120.560059,1107.5,1118.51001
14/02/02,1118.51001,1124.719971,1112.300049,1116.47998
15/02/02,1116.47998,1117.089966,1103.22998,1104.180054
19/02/02,1104.180054,1104.180054,1082.23999,1083.339966
20/02/02,1083.339966,1098.319946,1074.359985,1097.97998
21/02/02,1097.97998,1101.5,1080.23999,1080.949951
22/02/02,1080.949951,1093.930054,1074.390015,1089.839966
25/02/02,1089.839966,1112.709961,1089.839966,1109.430054
26/02/02,1109.430054,1115.050049,1101.719971,1109.380005
27/02/02,1109.380005,1123.060059,1102.26001,1109.890015
28/02/02,1109.890015,1121.569946,1106.72998,1106.72998
01/03/02,1106.72998,1131.790039,1106.72998,1131.780029
04/03/02,1131.780029,1153.839966,1130.930054,1153.839966
05/03/02,1153.839966,1157.73999,1144.780029,1146.140015
06/03/02,1146.140015,1165.290039,1145.109985,1162.77002
07/03/02,1162.77002,1167.939941,1150.689941,1157.540039
08/03/02,1157.540039,1172.76001,1157.540039,1164.310059
11/03/02,1164.310059,1173.030029,1159.579956,1168.26001
12/03/02,1168.26001,1168.26001,1154.339966,1165.579956
13/03/02,1165.579956,1165.579956,1151.01001,1154.089966
14/03/02,1154.089966,1157.829956,1151.079956,1153.040039
15/03/02,1153.040039,1166.47998,1153.040039,1166.160034
18/03/02,1166.160034,1172.72998,1159.140015,1165.550049
19/03/02,1165.550049,1173.939941,1165.550049,1170.290039
20/03/02,1170.290039,1170.290039,1151.609985,1151.849976
21/03/02,1151.849976,1155.099976,1139.47998,1153.589966
22/03/02,1153.589966,1156.48999,1144.599976,1148.699951
25/03/02,1148.699951,1151.040039,1131.869995,1131.869995
26/03/02,1131.869995,1147,1131.609985,1138.48999
27/03/02,1138.48999,1146.949951,1135.329956,1144.579956
28/03/02,1144.579956,1154.449951,1144.579956,1147.390015
01/04/02,1147.390015,1147.839966,1132.869995,1146.540039
02/04/02,1146.540039,1146.540039,1135.709961,1136.76001
03/04/02,1136.76001,1138.849976,1119.680054,1125.400024
04/04/02,1125.400024,1130.449951,1120.060059,1126.339966
05/04/02,1126.339966,1133.310059,1119.48999,1122.72998
08/04/02,1122.72998,1125.410034,1111.790039,1125.290039
09/04/02,1125.290039,1128.290039,1116.72998,1117.800049
10/04/02,1117.800049,1131.76001,1117.800049,1130.469971
11/04/02,1130.469971,1130.469971,1102.420044,1103.689941
12/04/02,1103.689941,1112.77002,1102.73999,1111.01001
15/04/02,1111.01001,1114.859985,1099.410034,1102.550049
16/04/02,1102.550049,1129.400024,1102.550049,1128.369995
17/04/02,1128.369995,1133,1123.369995,1126.069946
18/04/02,1126.069946,1130.48999,1109.290039,1124.469971
19/04/02,1124.469971,1128.819946,1122.589966,1125.170044
22/04/02,1125.170044,1125.170044,1105.619995,1107.829956
23/04/02,1107.829956,1111.170044,1098.939941,1100.959961
24/04/02,1100.959961,1108.459961,1092.51001,1093.140015
25/04/02,1093.140015,1094.359985,1084.810059,1091.47998
26/04/02,1091.47998,1096.77002,1076.310059,1076.319946
29/04/02,1076.319946,1078.949951,1063.619995,1065.449951
30/04/02,1065.449951,1082.619995,1063.459961,1076.920044
01/05/02,1076.920044,1088.319946,1065.290039,1086.459961
02/05/02,1086.459961,1091.420044,1079.459961,1084.560059
03/05/02,1084.560059,1084.560059,1068.890015,1073.430054
06/05/02,1073.430054,1075.959961,1052.650024,1052.670044
07/05/02,1052.670044,1058.670044,1048.959961,1049.48999
08/05/02,1049.48999,1088.920044,1049.48999,1088.849976
09/05/02,1088.849976,1088.849976,1072.22998,1073.01001
10/05/02,1073.01001,1075.430054,1053.930054,1054.98999
13/05/02,1054.98999,1074.839966,1053.900024,1074.560059
14/05/02,1074.560059,1097.709961,1074.560059,1097.280029
15/05/02,1097.280029,1104.22998,1088.939941,1091.069946
16/05/02,1091.069946,1099.290039,1089.170044,1098.22998
17/05/02,1098.22998,1106.589966,1096.77002,1106.589966
20/05/02,1106.589966,1106.589966,1090.609985,1091.880005
21/05/02,1091.880005,1099.550049,1079.079956,1079.880005
22/05/02,1079.880005,1086.02002,1075.640015,1086.02002
23/05/02,1086.02002,1097.099976,1080.550049,1097.079956
24/05/02,1097.079956,1097.079956,1082.189941,1083.819946
28/05/02,1083.819946,1085.97998,1070.310059,1074.550049
29/05/02,1074.550049,1074.829956,1067.660034,1067.660034
30/05/02,1067.660034,1069.5,1054.26001,1064.660034
31/05/02,1064.660034,1079.930054,1064.660034,1067.140015
03/06/02,1067.140015,1070.73999,1039.900024,1040.680054
04/06/02,1040.680054,1046.060059,1030.52002,1040.689941
05/06/02,1040.689941,1050.109985,1038.839966,1049.900024
06/06/02,1049.900024,1049.900024,1026.910034,1029.150024
07/06/02,1029.150024,1033.02002,1012.48999,1027.530029
10/06/02,1027.530029,1038.180054,1025.449951,1030.73999
11/06/02,1030.73999,1039.040039,1012.940002,1013.599976
12/06/02,1013.26001,1021.849976,1002.580017,1020.26001
13/06/02,1020.26001,1023.469971,1008.119995,1009.559998
14/06/02,1009.559998,1009.559998,981.630005,1007.27002
17/06/02,1007.27002,1036.170044,1007.27002,1036.170044
18/06/02,1036.170044,1040.829956,1030.920044,1037.140015
19/06/02,1037.140015,1037.609985,1017.880005,1019.98999
20/06/02,1019.98999,1023.330017,1004.590027,1006.289978
21/06/02,1006.289978,1006.289978,985.650024,989.140015
24/06/02,989.140015,1002.109985,970.849976,992.719971
25/06/02,992.719971,1005.880005,974.210022,976.140015
26/06/02,976.140015,977.429993,952.919983,973.530029
27/06/02,973.530029,990.669983,963.73999,990.640015
28/06/02,990.640015,1001.789978,988.309998,989.820007
01/07/02,989.820007,994.460022,967.429993,968.650024
02/07/02,968.650024,968.650024,945.539978,948.090027
03/07/02,948.090027,954.299988,934.869995,953.98999
05/07/02,953.98999,989.070007,953.98999,989.030029
08/07/02,989.030029,993.559998,972.909973,976.97998
09/07/02,976.97998,979.630005,951.710022,952.830017
10/07/02,952.830017,956.340027,920.289978,920.469971
11/07/02,920.469971,929.159973,900.940002,927.369995
12/07/02,927.369995,934.309998,913.710022,921.390015
15/07/02,921.390015,921.390015,876.460022,917.929993
16/07/02,917.929993,918.650024,897.130005,900.940002
17/07/02,901.049988,926.52002,895.030029,906.039978
18/07/02,905.450012,907.799988,880.599976,881.559998
19/07/02,881.559998,881.559998,842.070007,847.75
22/07/02,847.76001,854.130005,813.26001,819.849976
23/07/02,819.849976,827.690002,796.130005,797.700012
24/07/02,797.710022,844.320007,775.679993,843.429993
25/07/02,843.419983,853.830017,816.109985,838.679993
26/07/02,838.679993,852.849976,835.919983,852.840027
29/07/02,852.840027,898.960022,852.840027,898.960022
30/07/02,898.960022,909.809998,884.700012,902.780029
31/07/02,902.780029,911.640015,889.880005,911.619995
01/08/02,911.619995,911.619995,882.47998,884.659973
02/08/02,884.400024,884.719971,853.950012,864.23999
05/08/02,864.23999,864.23999,833.440002,834.599976
06/08/02,834.599976,874.440002,834.599976,859.570007
07/08/02,859.570007,878.73999,854.150024,876.77002
08/08/02,876.77002,905.840027,875.169983,905.460022
09/08/02,898.72998,913.950012,890.77002,908.640015
12/08/02,908.640015,908.640015,892.380005,903.799988
13/08/02,903.799988,911.710022,883.619995,884.210022
14/08/02,884.210022,920.210022,876.200012,919.619995
15/08/02,919.619995,933.289978,918.169983,930.25
16/08/02,930.25,935.380005,916.210022,928.77002
19/08/02,928.77002,951.169983,927.210022,950.700012
20/08/02,950.700012,950.700012,931.859985,937.429993
21/08/02,937.429993,951.590027,931.320007,949.359985
22/08/02,949.359985,965,946.429993,962.700012
23/08/02,962.700012,962.700012,937.169983,940.859985
26/08/02,940.859985,950.799988,930.419983,947.950012
27/08/02,947.950012,955.820007,930.359985,934.820007
28/08/02,934.820007,934.820007,913.210022,917.869995
29/08/02,917.869995,924.590027,903.330017,917.799988
30/08/02,917.799988,928.150024,910.169983,916.070007
03/09/02,916.070007,916.070007,877.51001,878.02002
04/09/02,878.02002,896.099976,875.72998,893.400024
05/09/02,893.400024,893.400024,870.5,879.150024
06/09/02,879.150024,899.070007,879.150024,893.919983
09/09/02,893.919983,907.340027,882.919983,902.960022
10/09/02,902.960022,909.890015,900.5,909.580017
11/09/02,910.630005,924.02002,908.469971,909.450012
12/09/02,909.450012,909.450012,884.840027,886.909973
13/09/02,886.909973,892.75,877.049988,889.809998
16/09/02,889.809998,891.840027,878.909973,891.099976
17/09/02,891.099976,902.679993,872.380005,873.52002
18/09/02,873.52002,878.450012,857.390015,869.460022
19/09/02,869.460022,869.460022,843.090027,843.320007
20/09/02,843.320007,849.320007,839.090027,845.390015
23/09/02,845.390015,845.390015,825.76001,833.700012
24/09/02,833.700012,833.700012,817.380005,819.289978
25/09/02,819.27002,844.219971,818.460022,839.659973
26/09/02,839.659973,856.599976,839.659973,854.950012
27/09/02,854.950012,854.950012,826.840027,827.369995
30/09/02,827.369995,827.369995,800.200012,815.280029
01/10/02,815.280029,847.929993,812.820007,847.909973
02/10/02,843.77002,851.929993,826.5,827.909973
03/10/02,827.909973,840.02002,817.25,818.950012
04/10/02,818.950012,825.900024,794.099976,800.580017
07/10/02,800.580017,808.210022,782.960022,785.280029
08/10/02,785.280029,808.859985,779.5,798.549988
09/10/02,798.549988,798.549988,775.799988,776.76001
10/10/02,776.76001,806.51001,768.630005,803.919983
11/10/02,803.919983,843.27002,803.919983,835.320007
14/10/02,835.320007,844.390015,828.369995,841.440002
15/10/02,841.440002,881.27002,841.440002,881.27002
16/10/02,881.27002,881.27002,856.280029,860.02002
17/10/02,860.02002,885.349976,860.02002,879.200012
18/10/02,879.200012,886.679993,866.580017,884.390015
21/10/02,884.390015,900.690002,873.059998,899.719971
22/10/02,899.719971,899.719971,882.400024,890.159973
23/10/02,890.159973,896.140015,873.820007,896.140015
24/10/02,896.140015,902.940002,879,882.5
25/10/02,882.5,897.710022,877.030029,897.650024
28/10/02,897.650024,907.440002,886.150024,890.22998
29/10/02,890.22998,890.640015,867.909973,882.150024
30/10/02,882.150024,895.280029,879.190002,890.710022
31/10/02,890.710022,898.830017,879.75,885.76001
01/11/02,885.76001,903.419983,877.710022,900.960022
04/11/02,900.960022,924.580017,900.960022,908.349976
05/11/02,908.349976,915.830017,904.909973,915.390015
06/11/02,915.390015,925.659973,905,923.76001
07/11/02,923.76001,923.76001,898.679993,902.650024
08/11/02,902.650024,910.109985,891.619995,894.73999
11/11/02,894.73999,894.73999,874.630005,876.190002
12/11/02,876.190002,894.299988,876.190002,882.950012
13/11/02,882.950012,892.51001,872.049988,882.530029
14/11/02,882.530029,904.27002,882.530029,904.27002
15/11/02,904.27002,910.210022,895.349976,909.830017
18/11/02,909.830017,915.909973,899.47998,900.359985
19/11/02,900.359985,905.450012,893.090027,896.73999
20/11/02,896.73999,915.01001,894.929993,914.150024
21/11/02,914.150024,935.130005,914.150024,933.76001
22/11/02,933.76001,937.280029,928.409973,930.549988
25/11/02,930.549988,937.150024,923.309998,932.869995
26/11/02,932.869995,932.869995,912.099976,913.309998
27/11/02,913.309998,940.409973,913.309998,938.869995
29/11/02,938.869995,941.820007,935.580017,936.309998
02/12/02,936.309998,954.280029,927.719971,934.530029
03/12/02,934.530029,934.530029,918.72998,920.75
04/12/02,920.75,925.25,909.51001,917.580017
05/12/02,917.580017,921.48999,905.900024,906.549988
06/12/02,906.549988,915.47998,895.960022,912.22998
